age,count,friend_count,likes
45,15,6.475663716814159,0.33517699115044247
46,16,6.475663716814159,0.33517699115044247
47,6,6.475663716814159,0.33517699115044247
48,7,6.475663716814159,0.33517699115044247
49,12,6.475663716814159,0.33517699115044247
50,9,6.475663716814159,0.33517699115044247
51,10,6.475663716814159,0.33517699115044247
52,10,6.475663716814159,0.33517699115044247
53,20,6.475663716814159,0.33517699115044247
54,8,6.475663716814159,0.33517699115044247
55,7,6.475663716814159,0.33517699115044247
56,4,6.475663716814159,0.33517699115044247
57,8,6.475663716814159,0.33517699115044247
58,8,6.475663716814159,0.33517699115044247
59,7,6.475663716814159,0.33517699115044247
60,9,6.475663716814159,0.33517699115044247
61,10,6.475663716814159,0.33517699115044247
62,4,6.475663716814159,0.33517699115044247
63,11,6.475663716814159,0.33517699115044247
64,7,6.475663716814159,0.33517699115044247
65,10,6.475663716814159,0.33517699115044247
66,5,6.475663716814159,0.33517699115044247
67,8,6.475663716814159,0.33517699115044247
68,6,6.475663716814159,0.33517699115044247
69,3,6.475663716814159,0.33517699115044247
70,4,6.475663716814159,0.33517699115044247
71,4,6.475663716814159,0.33517699115044247
72,1,6.475663716814159,0.33517699115044247
73,3,6.475663716814159,0.33517699115044247
74,2,6.475663716814159,0.33517699115044247
75,1,6.475663716814159,0.33517699115044247
76,2,6.475663716814159,0.33517699115044247
77,5,6.475663716814159,0.33517699115044247
78,1,6.475663716814159,0.33517699115044247
79,3,6.475663716814159,0.33517699115044247
84,1,6.475663716814159,0.33517699115044247
86,1,6.475663716814159,0.33517699115044247
100,1,6.475663716814159,0.33517699115044247
102,1,6.475663716814159,0.33517699115044247
103,1,6.475663716814159,0.33517699115044247
108,5,6.475663716814159,0.33517699115044247
13,6,2.0,0.25638051044083526
14,8,2.0,0.25638051044083526
15,13,2.0,0.25638051044083526
16,17,2.0,0.25638051044083526
17,19,2.0,0.25638051044083526
18,33,2.0,0.25638051044083526
19,20,2.0,0.25638051044083526
20,31,2.0,0.25638051044083526
21,23,2.0,0.25638051044083526
22,19,2.0,0.25638051044083526
23,46,2.0,0.25638051044083526
24,32,2.0,0.25638051044083526
25,43,2.0,0.25638051044083526
26,30,2.0,0.25638051044083526
27,24,2.0,0.25638051044083526
28,18,2.0,0.25638051044083526
29,33,2.0,0.25638051044083526
30,16,2.0,0.25638051044083526
31,23,2.0,0.25638051044083526
32,24,2.0,0.25638051044083526
33,36,2.0,0.25638051044083526
34,14,2.0,0.25638051044083526
35,13,2.0,0.25638051044083526
36,15,2.0,0.25638051044083526
37,20,2.0,0.25638051044083526
38,8,2.0,0.25638051044083526
39,21,2.0,0.25638051044083526
40,14,2.0,0.25638051044083526
41,12,2.0,0.25638051044083526
42,22,2.0,0.25638051044083526
43,19,2.0,0.25638051044083526
44,18,2.0,0.25638051044083526
45,7,2.0,0.25638051044083526
46,9,2.0,0.25638051044083526
47,6,2.0,0.25638051044083526
48,7,2.0,0.25638051044083526
49,11,2.0,0.25638051044083526
50,14,2.0,0.25638051044083526
51,10,2.0,0.25638051044083526
52,4,2.0,0.25638051044083526
53,14,2.0,0.25638051044083526
54,4,2.0,0.25638051044083526
55,7,2.0,0.25638051044083526
56,6,2.0,0.25638051044083526
57,9,2.0,0.25638051044083526
58,3,2.0,0.25638051044083526
59,5,2.0,0.25638051044083526
60,3,2.0,0.25638051044083526
61,9,2.0,0.25638051044083526
62,2,2.0,0.25638051044083526
63,3,2.0,0.25638051044083526
64,3,2.0,0.25638051044083526
65,3,2.0,0.25638051044083526
66,3,2.0,0.25638051044083526
67,3,2.0,0.25638051044083526
68,3,2.0,0.25638051044083526
69,1,2.0,0.25638051044083526
70,3,2.0,0.25638051044083526
71,2,2.0,0.25638051044083526
72,2,2.0,0.25638051044083526
73,2,2.0,0.25638051044083526
74,1,2.0,0.25638051044083526
76,1,2.0,0.25638051044083526
77,2,2.0,0.25638051044083526
78,2,2.0,0.25638051044083526
81,1,2.0,0.25638051044083526
82,1,2.0,0.25638051044083526
83,2,2.0,0.25638051044083526
84,1,2.0,0.25638051044083526
103,1,2.0,0.25638051044083526
108,2,2.0,0.25638051044083526
13,5,8.0,0.38461538461538464
14,4,8.0,0.38461538461538464
15,15,8.0,0.38461538461538464
16,6,8.0,0.38461538461538464
17,18,8.0,0.38461538461538464
18,16,8.0,0.38461538461538464
19,14,8.0,0.38461538461538464
20,12,8.0,0.38461538461538464
21,19,8.0,0.38461538461538464
22,16,8.0,0.38461538461538464
23,21,8.0,0.38461538461538464
24,17,8.0,0.38461538461538464
25,27,8.0,0.38461538461538464
26,14,8.0,0.38461538461538464
27,14,8.0,0.38461538461538464
28,18,8.0,0.38461538461538464
29,11,8.0,0.38461538461538464
30,6,8.0,0.38461538461538464
31,5,8.0,0.38461538461538464
32,5,8.0,0.38461538461538464
33,5,8.0,0.38461538461538464
34,5,8.0,0.38461538461538464
35,10,8.0,0.38461538461538464
36,3,8.0,0.38461538461538464
37,4,8.0,0.38461538461538464
38,5,8.0,0.38461538461538464
39,4,8.0,0.38461538461538464
40,9,8.0,0.38461538461538464
41,5,8.0,0.38461538461538464
42,6,8.0,0.38461538461538464
43,8,8.0,0.38461538461538464
44,2,8.0,0.38461538461538464
45,10,8.0,0.38461538461538464
46,5,8.0,0.38461538461538464
47,8,8.0,0.38461538461538464
48,1,8.0,0.38461538461538464
49,7,8.0,0.38461538461538464
50,6,8.0,0.38461538461538464
51,2,8.0,0.38461538461538464
52,4,8.0,0.38461538461538464
53,6,8.0,0.38461538461538464
54,5,8.0,0.38461538461538464
55,9,8.0,0.38461538461538464
56,4,8.0,0.38461538461538464
57,4,8.0,0.38461538461538464
58,3,8.0,0.38461538461538464
59,4,8.0,0.38461538461538464
60,2,8.0,0.38461538461538464
61,6,8.0,0.38461538461538464
62,5,8.0,0.38461538461538464
63,2,8.0,0.38461538461538464
64,3,8.0,0.38461538461538464
65,3,8.0,0.38461538461538464
66,1,8.0,0.38461538461538464
67,2,8.0,0.38461538461538464
68,4,8.0,0.38461538461538464
69,3,8.0,0.38461538461538464
70,1,8.0,0.38461538461538464
71,1,8.0,0.38461538461538464
73,1,8.0,0.38461538461538464
74,1,8.0,0.38461538461538464
75,3,8.0,0.38461538461538464
78,1,8.0,0.38461538461538464
83,1,8.0,0.38461538461538464
91,1,8.0,0.38461538461538464
108,7,8.0,0.38461538461538464
13,1,12.0,0.3562005277044855
14,7,12.0,0.3562005277044855
15,6,12.0,0.3562005277044855
16,13,12.0,0.3562005277044855
17,8,12.0,0.3562005277044855
18,11,12.0,0.3562005277044855
19,11,12.0,0.3562005277044855
20,12,12.0,0.3562005277044855
21,18,12.0,0.3562005277044855
22,7,12.0,0.3562005277044855
23,17,12.0,0.3562005277044855
24,10,12.0,0.3562005277044855
25,26,12.0,0.3562005277044855
26,13,12.0,0.3562005277044855
27,11,12.0,0.3562005277044855
28,11,12.0,0.3562005277044855
29,8,12.0,0.3562005277044855
30,6,12.0,0.3562005277044855
31,4,12.0,0.3562005277044855
32,14,12.0,0.3562005277044855
33,5,12.0,0.3562005277044855
34,6,12.0,0.3562005277044855
35,1,12.0,0.3562005277044855
36,3,12.0,0.3562005277044855
37,4,12.0,0.3562005277044855
38,3,12.0,0.3562005277044855
39,4,12.0,0.3562005277044855
40,7,12.0,0.3562005277044855
41,6,12.0,0.3562005277044855
42,4,12.0,0.3562005277044855
43,8,12.0,0.3562005277044855
44,6,12.0,0.3562005277044855
45,4,12.0,0.3562005277044855
46,3,12.0,0.3562005277044855
47,2,12.0,0.3562005277044855
48,7,12.0,0.3562005277044855
49,5,12.0,0.3562005277044855
50,8,12.0,0.3562005277044855
51,4,12.0,0.3562005277044855
52,3,12.0,0.3562005277044855
53,4,12.0,0.3562005277044855
54,1,12.0,0.3562005277044855
55,2,12.0,0.3562005277044855
56,3,12.0,0.3562005277044855
57,5,12.0,0.3562005277044855
58,6,12.0,0.3562005277044855
59,1,12.0,0.3562005277044855
60,5,12.0,0.3562005277044855
61,1,12.0,0.3562005277044855
62,5,12.0,0.3562005277044855
63,3,12.0,0.3562005277044855
64,4,12.0,0.3562005277044855
65,5,12.0,0.3562005277044855
66,2,12.0,0.3562005277044855
67,2,12.0,0.3562005277044855
68,2,12.0,0.3562005277044855
69,1,12.0,0.3562005277044855
70,3,12.0,0.3562005277044855
71,3,12.0,0.3562005277044855
72,1,12.0,0.3562005277044855
74,1,12.0,0.3562005277044855
75,2,12.0,0.3562005277044855
76,3,12.0,0.3562005277044855
78,1,12.0,0.3562005277044855
81,1,12.0,0.3562005277044855
84,1,12.0,0.3562005277044855
91,2,12.0,0.3562005277044855
108,2,12.0,0.3562005277044855
13,4,16.454545454545453,0.47619047619047616
14,10,16.454545454545453,0.47619047619047616
15,13,16.454545454545453,0.47619047619047616
16,15,16.454545454545453,0.47619047619047616
17,9,16.454545454545453,0.47619047619047616
18,24,16.454545454545453,0.47619047619047616
19,29,16.454545454545453,0.47619047619047616
20,16,16.454545454545453,0.47619047619047616
21,20,16.454545454545453,0.47619047619047616
22,19,16.454545454545453,0.47619047619047616
23,33,16.454545454545453,0.47619047619047616
24,17,16.454545454545453,0.47619047619047616
25,30,16.454545454545453,0.47619047619047616
26,16,16.454545454545453,0.47619047619047616
27,17,16.454545454545453,0.47619047619047616
28,27,16.454545454545453,0.47619047619047616
29,21,16.454545454545453,0.47619047619047616
30,17,16.454545454545453,0.47619047619047616
31,14,16.454545454545453,0.47619047619047616
32,19,16.454545454545453,0.47619047619047616
33,17,16.454545454545453,0.47619047619047616
34,11,16.454545454545453,0.47619047619047616
35,10,16.454545454545453,0.47619047619047616
36,8,16.454545454545453,0.47619047619047616
37,6,16.454545454545453,0.47619047619047616
38,9,16.454545454545453,0.47619047619047616
39,14,16.454545454545453,0.47619047619047616
40,8,16.454545454545453,0.47619047619047616
41,11,16.454545454545453,0.47619047619047616
42,7,16.454545454545453,0.47619047619047616
43,8,16.454545454545453,0.47619047619047616
44,8,16.454545454545453,0.47619047619047616
45,5,16.454545454545453,0.47619047619047616
46,6,16.454545454545453,0.47619047619047616
47,9,16.454545454545453,0.47619047619047616
48,10,16.454545454545453,0.47619047619047616
49,3,16.454545454545453,0.47619047619047616
50,4,16.454545454545453,0.47619047619047616
51,11,16.454545454545453,0.47619047619047616
52,11,16.454545454545453,0.47619047619047616
53,11,16.454545454545453,0.47619047619047616
54,6,16.454545454545453,0.47619047619047616
55,11,16.454545454545453,0.47619047619047616
56,10,16.454545454545453,0.47619047619047616
57,6,16.454545454545453,0.47619047619047616
58,4,16.454545454545453,0.47619047619047616
59,7,16.454545454545453,0.47619047619047616
60,6,16.454545454545453,0.47619047619047616
61,7,16.454545454545453,0.47619047619047616
62,5,16.454545454545453,0.47619047619047616
63,8,16.454545454545453,0.47619047619047616
64,6,16.454545454545453,0.47619047619047616
65,9,16.454545454545453,0.47619047619047616
66,6,16.454545454545453,0.47619047619047616
67,12,16.454545454545453,0.47619047619047616
68,4,16.454545454545453,0.47619047619047616
69,4,16.454545454545453,0.47619047619047616
71,2,16.454545454545453,0.47619047619047616
72,3,16.454545454545453,0.47619047619047616
73,2,16.454545454545453,0.47619047619047616
74,2,16.454545454545453,0.47619047619047616
75,1,16.454545454545453,0.47619047619047616
76,2,16.454545454545453,0.47619047619047616
77,1,16.454545454545453,0.47619047619047616
78,2,16.454545454545453,0.47619047619047616
80,3,16.454545454545453,0.47619047619047616
81,2,16.454545454545453,0.47619047619047616
84,1,16.454545454545453,0.47619047619047616
86,1,16.454545454545453,0.47619047619047616
89,1,16.454545454545453,0.47619047619047616
93,1,16.454545454545453,0.47619047619047616
100,1,16.454545454545453,0.47619047619047616
13,1,21.0,0.5044510385756676
14,7,21.0,0.5044510385756676
15,5,21.0,0.5044510385756676
16,9,21.0,0.5044510385756676
17,8,21.0,0.5044510385756676
18,20,21.0,0.5044510385756676
19,8,21.0,0.5044510385756676
20,11,21.0,0.5044510385756676
21,15,21.0,0.5044510385756676
22,11,21.0,0.5044510385756676
23,14,21.0,0.5044510385756676
24,10,21.0,0.5044510385756676
25,16,21.0,0.5044510385756676
26,8,21.0,0.5044510385756676
27,7,21.0,0.5044510385756676
28,10,21.0,0.5044510385756676
29,7,21.0,0.5044510385756676
30,4,21.0,0.5044510385756676
31,4,21.0,0.5044510385756676
32,6,21.0,0.5044510385756676
33,8,21.0,0.5044510385756676
34,4,21.0,0.5044510385756676
35,7,21.0,0.5044510385756676
36,8,21.0,0.5044510385756676
37,8,21.0,0.5044510385756676
38,3,21.0,0.5044510385756676
39,6,21.0,0.5044510385756676
40,1,21.0,0.5044510385756676
41,6,21.0,0.5044510385756676
42,1,21.0,0.5044510385756676
43,7,21.0,0.5044510385756676
44,2,21.0,0.5044510385756676
45,5,21.0,0.5044510385756676
46,5,21.0,0.5044510385756676
47,2,21.0,0.5044510385756676
49,4,21.0,0.5044510385756676
50,3,21.0,0.5044510385756676
51,2,21.0,0.5044510385756676
52,2,21.0,0.5044510385756676
53,5,21.0,0.5044510385756676
54,3,21.0,0.5044510385756676
55,3,21.0,0.5044510385756676
56,2,21.0,0.5044510385756676
57,1,21.0,0.5044510385756676
58,4,21.0,0.5044510385756676
59,4,21.0,0.5044510385756676
60,2,21.0,0.5044510385756676
61,2,21.0,0.5044510385756676
62,3,21.0,0.5044510385756676
63,6,21.0,0.5044510385756676
64,3,21.0,0.5044510385756676
65,1,21.0,0.5044510385756676
66,1,21.0,0.5044510385756676
67,4,21.0,0.5044510385756676
68,2,21.0,0.5044510385756676
69,1,21.0,0.5044510385756676
70,1,21.0,0.5044510385756676
71,1,21.0,0.5044510385756676
72,2,21.0,0.5044510385756676
73,2,21.0,0.5044510385756676
74,4,21.0,0.5044510385756676
75,2,21.0,0.5044510385756676
77,1,21.0,0.5044510385756676
78,1,21.0,0.5044510385756676
79,1,21.0,0.5044510385756676
80,3,21.0,0.5044510385756676
81,1,21.0,0.5044510385756676
96,1,21.0,0.5044510385756676
99,1,21.0,0.5044510385756676
103,1,21.0,0.5044510385756676
108,3,21.0,0.5044510385756676
13,3,25.486443381180223,0.44178628389154706
14,7,25.486443381180223,0.44178628389154706
15,10,25.486443381180223,0.44178628389154706
16,20,25.486443381180223,0.44178628389154706
17,14,25.486443381180223,0.44178628389154706
18,18,25.486443381180223,0.44178628389154706
19,18,25.486443381180223,0.44178628389154706
20,18,25.486443381180223,0.44178628389154706
21,19,25.486443381180223,0.44178628389154706
22,15,25.486443381180223,0.44178628389154706
23,37,25.486443381180223,0.44178628389154706
24,19,25.486443381180223,0.44178628389154706
25,27,25.486443381180223,0.44178628389154706
26,25,25.486443381180223,0.44178628389154706
27,17,25.486443381180223,0.44178628389154706
28,14,25.486443381180223,0.44178628389154706
29,16,25.486443381180223,0.44178628389154706
30,8,25.486443381180223,0.44178628389154706
31,13,25.486443381180223,0.44178628389154706
32,10,25.486443381180223,0.44178628389154706
33,16,25.486443381180223,0.44178628389154706
34,8,25.486443381180223,0.44178628389154706
35,7,25.486443381180223,0.44178628389154706
36,11,25.486443381180223,0.44178628389154706
37,8,25.486443381180223,0.44178628389154706
38,6,25.486443381180223,0.44178628389154706
39,1,25.486443381180223,0.44178628389154706
40,5,25.486443381180223,0.44178628389154706
41,7,25.486443381180223,0.44178628389154706
42,6,25.486443381180223,0.44178628389154706
43,6,25.486443381180223,0.44178628389154706
44,7,25.486443381180223,0.44178628389154706
45,4,25.486443381180223,0.44178628389154706
46,10,25.486443381180223,0.44178628389154706
47,6,25.486443381180223,0.44178628389154706
48,1,25.486443381180223,0.44178628389154706
49,7,25.486443381180223,0.44178628389154706
50,9,25.486443381180223,0.44178628389154706
51,13,25.486443381180223,0.44178628389154706
52,5,25.486443381180223,0.44178628389154706
53,6,25.486443381180223,0.44178628389154706
54,10,25.486443381180223,0.44178628389154706
55,7,25.486443381180223,0.44178628389154706
56,9,25.486443381180223,0.44178628389154706
57,8,25.486443381180223,0.44178628389154706
58,3,25.486443381180223,0.44178628389154706
59,7,25.486443381180223,0.44178628389154706
60,6,25.486443381180223,0.44178628389154706
61,7,25.486443381180223,0.44178628389154706
62,2,25.486443381180223,0.44178628389154706
63,5,25.486443381180223,0.44178628389154706
64,5,25.486443381180223,0.44178628389154706
65,8,25.486443381180223,0.44178628389154706
66,7,25.486443381180223,0.44178628389154706
67,10,25.486443381180223,0.44178628389154706
68,5,25.486443381180223,0.44178628389154706
69,7,25.486443381180223,0.44178628389154706
70,6,25.486443381180223,0.44178628389154706
71,3,25.486443381180223,0.44178628389154706
72,6,25.486443381180223,0.44178628389154706
73,2,25.486443381180223,0.44178628389154706
74,2,25.486443381180223,0.44178628389154706
75,1,25.486443381180223,0.44178628389154706
77,2,25.486443381180223,0.44178628389154706
78,4,25.486443381180223,0.44178628389154706
80,2,25.486443381180223,0.44178628389154706
81,1,25.486443381180223,0.44178628389154706
83,1,25.486443381180223,0.44178628389154706
84,1,25.486443381180223,0.44178628389154706
85,1,25.486443381180223,0.44178628389154706
87,2,25.486443381180223,0.44178628389154706
90,1,25.486443381180223,0.44178628389154706
100,3,25.486443381180223,0.44178628389154706
102,1,25.486443381180223,0.44178628389154706
103,2,25.486443381180223,0.44178628389154706
108,3,25.486443381180223,0.44178628389154706
13,3,30.49029982363316,0.4691358024691358
14,9,30.49029982363316,0.4691358024691358
15,10,30.49029982363316,0.4691358024691358
16,11,30.49029982363316,0.4691358024691358
17,12,30.49029982363316,0.4691358024691358
18,28,30.49029982363316,0.4691358024691358
19,19,30.49029982363316,0.4691358024691358
20,21,30.49029982363316,0.4691358024691358
21,22,30.49029982363316,0.4691358024691358
22,10,30.49029982363316,0.4691358024691358
23,24,30.49029982363316,0.4691358024691358
24,21,30.49029982363316,0.4691358024691358
25,24,30.49029982363316,0.4691358024691358
26,19,30.49029982363316,0.4691358024691358
27,15,30.49029982363316,0.4691358024691358
28,15,30.49029982363316,0.4691358024691358
29,15,30.49029982363316,0.4691358024691358
30,8,30.49029982363316,0.4691358024691358
31,14,30.49029982363316,0.4691358024691358
32,10,30.49029982363316,0.4691358024691358
33,14,30.49029982363316,0.4691358024691358
34,10,30.49029982363316,0.4691358024691358
35,7,30.49029982363316,0.4691358024691358
36,12,30.49029982363316,0.4691358024691358
37,10,30.49029982363316,0.4691358024691358
38,14,30.49029982363316,0.4691358024691358
39,9,30.49029982363316,0.4691358024691358
40,4,30.49029982363316,0.4691358024691358
41,6,30.49029982363316,0.4691358024691358
42,3,30.49029982363316,0.4691358024691358
43,3,30.49029982363316,0.4691358024691358
44,3,30.49029982363316,0.4691358024691358
45,2,30.49029982363316,0.4691358024691358
46,6,30.49029982363316,0.4691358024691358
47,5,30.49029982363316,0.4691358024691358
48,3,30.49029982363316,0.4691358024691358
49,4,30.49029982363316,0.4691358024691358
50,7,30.49029982363316,0.4691358024691358
51,3,30.49029982363316,0.4691358024691358
52,5,30.49029982363316,0.4691358024691358
53,7,30.49029982363316,0.4691358024691358
54,5,30.49029982363316,0.4691358024691358
55,6,30.49029982363316,0.4691358024691358
56,7,30.49029982363316,0.4691358024691358
57,1,30.49029982363316,0.4691358024691358
58,5,30.49029982363316,0.4691358024691358
59,6,30.49029982363316,0.4691358024691358
60,4,30.49029982363316,0.4691358024691358
61,6,30.49029982363316,0.4691358024691358
62,4,30.49029982363316,0.4691358024691358
63,4,30.49029982363316,0.4691358024691358
64,8,30.49029982363316,0.4691358024691358
65,9,30.49029982363316,0.4691358024691358
66,3,30.49029982363316,0.4691358024691358
67,4,30.49029982363316,0.4691358024691358
68,6,30.49029982363316,0.4691358024691358
69,3,30.49029982363316,0.4691358024691358
70,4,30.49029982363316,0.4691358024691358
71,2,30.49029982363316,0.4691358024691358
72,5,30.49029982363316,0.4691358024691358
73,2,30.49029982363316,0.4691358024691358
74,4,30.49029982363316,0.4691358024691358
75,2,30.49029982363316,0.4691358024691358
76,1,30.49029982363316,0.4691358024691358
78,4,30.49029982363316,0.4691358024691358
79,2,30.49029982363316,0.4691358024691358
80,2,30.49029982363316,0.4691358024691358
83,1,30.49029982363316,0.4691358024691358
84,1,30.49029982363316,0.4691358024691358
85,1,30.49029982363316,0.4691358024691358
87,1,30.49029982363316,0.4691358024691358
100,1,30.49029982363316,0.4691358024691358
103,1,30.49029982363316,0.4691358024691358
105,2,30.49029982363316,0.4691358024691358
106,1,30.49029982363316,0.4691358024691358
108,2,30.49029982363316,0.4691358024691358
13,4,3.0,0.2684887459807074
14,11,3.0,0.2684887459807074
15,23,3.0,0.2684887459807074
16,10,3.0,0.2684887459807074
17,14,3.0,0.2684887459807074
18,23,3.0,0.2684887459807074
19,16,3.0,0.2684887459807074
20,13,3.0,0.2684887459807074
21,16,3.0,0.2684887459807074
22,16,3.0,0.2684887459807074
23,35,3.0,0.2684887459807074
24,28,3.0,0.2684887459807074
25,41,3.0,0.2684887459807074
26,26,3.0,0.2684887459807074
27,14,3.0,0.2684887459807074
28,17,3.0,0.2684887459807074
29,13,3.0,0.2684887459807074
30,16,3.0,0.2684887459807074
31,13,3.0,0.2684887459807074
32,7,3.0,0.2684887459807074
33,17,3.0,0.2684887459807074
34,12,3.0,0.2684887459807074
35,14,3.0,0.2684887459807074
36,14,3.0,0.2684887459807074
